22.10.2020 08:05:39;        Meldung ;Prüfen des Quellpfades: D:\DEVELOP\Dot.NET\DTAToSedas\DTAtoSEDAS\DatToSedasReengineer\Testdaten\20201022.dat
22.10.2020 08:05:39;        Meldung ;Prüfung des Quellpfades erfolgreich.
22.10.2020 08:05:39;        Meldung ;Start der Konvertierung der Bestelldatei in eine Sedas.dat...
22.10.2020 08:05:39;        Meldung ;Beginn der Konvertierung...
22.10.2020 08:05:39;        Meldung ;Einlesen der Quelldatei...
22.10.2020 08:05:39;        Meldung ;Einlesen neues Dateiformat...
22.10.2020 08:05:39;        Meldung ;Löschen von nicht benötigten Kunden- und Artikeldaten laut loeschKunde.txt & loeschArtikel.txt.
22.10.2020 08:05:39;        Meldung ;Austauschen von Artikelnummern laut tauscheArtikel.txt.
22.10.2020 08:05:39;        Meldung ;Schreiben der Sedas.dat...
22.10.2020 08:05:39;        Meldung ;Konvertierung in SEDAS.DAT abgeschlossen.
22.10.2020 08:05:39;        Meldung ;Datei D:\DEVELOP\Dot.NET\DTAToSedas\DTAtoSEDAS\DatToSedasReengineer\Testdaten\20201022.dat erstellt.
22.10.2020 08:05:39;        Meldung ;Counter in Config.ini zurückschreiben...
22.10.2020 08:05:39;        Meldung ;--- Programm normal beendet. ---
22.10.2020 08:05:39;        Meldung ;********************************
22.10.2020 08:05:39;        Meldung ;
22.10.2020 08:07:27;        Meldung ;**********************************
22.10.2020 08:07:27;        Meldung ;--------- PROGRAMMSTART ----------
22.10.2020 08:07:27;        Meldung ;Initialisierung des Programms...
22.10.2020 08:07:27;        Meldung ;Einlesen der Config.ini Datei...
22.10.2020 08:07:27;        Meldung ;Einlesen der Config.ini Datei erfolgreich.
22.10.2020 08:07:27;        Meldung ;Einlesen der Datei loeschKunde.txt...
22.10.2020 08:07:27;        Meldung ;Einlesen der Datei loeschKunde.txt erfolgreich.
22.10.2020 08:07:27;        Meldung ;Einlesen der Datei loeschArtikel.txt...
22.10.2020 08:07:27;        Meldung ;Einlesen der Datei loeschArtikel.txt erfolgreich.
22.10.2020 08:07:27;        Meldung ;Einlesen der Datei tauscheArtikel.txt...
22.10.2020 08:07:27;        Meldung ;Einlesen der Datei tauscheArtikel.txt erfolgreich.
22.10.2020 08:07:27;        Meldung ;Initialisierung des Programms erfolgreich.
22.10.2020 08:07:27;        Meldung ;Prüfung der Parameter erfolgreich.
22.10.2020 08:07:27;        Meldung ;Prüfen des Quellpfades: D:\DEVELOP\Dot.NET\DTAToSedas\DTAtoSEDAS\DatToSedasReengineer\Testdaten\20201022.dat
22.10.2020 08:07:27;        Meldung ;Prüfung des Quellpfades erfolgreich.
22.10.2020 08:07:27;        Meldung ;Start der Konvertierung der Bestelldatei in eine Sedas.dat...
22.10.2020 08:07:27;        Meldung ;Beginn der Konvertierung...
